# L TT EE BB TE PP TP EP RR
6.2180000000e+03 1.5445000000e-02 1.3432000000e-04 0.0000000000e+00 -1.1023000000e-05 3.6677000000e-10 2.1435000000e-08 1.7729000000e-11 1.1904505061e-15
6.2190000000e+03 1.5434000000e-02 1.3374000000e-04 0.0000000000e+00 -1.0419000000e-05 3.6667000000e-10 2.1426000000e-08 1.7657000000e-11 1.1892650131e-15
6.2200000000e+03 1.5422000000e-02 1.3316000000e-04 0.0000000000e+00 -9.8021000000e-06 3.6658000000e-10 2.1417000000e-08 1.7584000000e-11 1.1880808484e-15
6.2210000000e+03 1.5410000000e-02 1.3258000000e-04 0.0000000000e+00 -9.1733000000e-06 3.6648000000e-10 2.1407000000e-08 1.7513000000e-11 1.1868980105e-15
6.2220000000e+03 1.5399000000e-02 1.3201000000e-04 0.0000000000e+00 -8.5323000000e-06 3.6638000000e-10 2.1398000000e-08 1.7441000000e-11 1.1857164977e-15
6.2230000000e+03 1.5388000000e-02 1.3143000000e-04 0.0000000000e+00 -7.8868000000e-06 3.6629000000e-10 2.1388000000e-08 1.7370000000e-11 1.1845363082e-15
6.2240000000e+03 1.5375000000e-02 1.3086000000e-04 0.0000000000e+00 -7.2303000000e-06 3.6619000000e-10 2.1378000000e-08 1.7299000000e-11 1.1833574404e-15
6.2250000000e+03 1.5365000000e-02 1.3030000000e-04 0.0000000000e+00 -6.5628000000e-06 3.6609000000e-10 2.1369000000e-08 1.7229000000e-11 1.1821798928e-15
6.2260000000e+03 1.5353000000e-02 1.2973000000e-04 0.0000000000e+00 -5.8847000000e-06 3.6600000000e-10 2.1359000000e-08 1.7159000000e-11 1.1810036636e-15
6.2270000000e+03 1.5341000000e-02 1.2918000000e-04 0.0000000000e+00 -5.1963000000e-06 3.6590000000e-10 2.1349000000e-08 1.7089000000e-11 1.1798287512e-15
6.2280000000e+03 1.5330000000e-02 1.2862000000e-04 0.0000000000e+00 -4.5053000000e-06 3.6581000000e-10 2.1339000000e-08 1.7020000000e-11 1.1786551540e-15
6.2290000000e+03 1.5320000000e-02 1.2807000000e-04 0.0000000000e+00 -3.8047000000e-06 3.6571000000e-10 2.1329000000e-08 1.6951000000e-11 1.1774828703e-15
6.2300000000e+03 1.5307000000e-02 1.2752000000e-04 0.0000000000e+00 -3.0876000000e-06 3.6561000000e-10 2.1319000000e-08 1.6882000000e-11 1.1763118985e-15
6.2310000000e+03 1.5295000000e-02 1.2697000000e-04 0.0000000000e+00 -2.3690000000e-06 3.6552000000e-10 2.1309000000e-08 1.6814000000e-11 1.1751422370e-15
6.2320000000e+03 1.5284000000e-02 1.2642000000e-04 0.0000000000e+00 -1.6419000000e-06 3.6542000000e-10 2.1299000000e-08 1.6746000000e-11 1.1739738840e-15
6.2330000000e+03 1.5273000000e-02 1.2589000000e-04 0.0000000000e+00 -9.0674000000e-07 3.6533000000e-10 2.1289000000e-08 1.6678000000e-11 1.1728068381e-15
6.2340000000e+03 1.5262000000e-02 1.2536000000e-04 0.0000000000e+00 -1.5638000000e-07 3.6523000000e-10 2.1279000000e-08 1.6611000000e-11 1.1716410975e-15
6.2350000000e+03 1.5250000000e-02 1.2482000000e-04 0.0000000000e+00 5.9406000000e-07 3.6513000000e-10 2.1269000000e-08 1.6544000000e-11 1.1704766606e-15
6.2360000000e+03 1.5239000000e-02 1.2429000000e-04 0.0000000000e+00 1.3519000000e-06 3.6504000000e-10 2.1258000000e-08 1.6477000000e-11 1.1693135258e-15
6.2370000000e+03 1.5227000000e-02 1.2376000000e-04 0.0000000000e+00 2.1167000000e-06 3.6494000000e-10 2.1248000000e-08 1.6411000000e-11 1.1681516916e-15
6.2380000000e+03 1.5215000000e-02 1.2324000000e-04 0.0000000000e+00 2.8885000000e-06 3.6485000000e-10 2.1238000000e-08 1.6345000000e-11 1.1669911562e-15
6.2390000000e+03 1.5204000000e-02 1.2273000000e-04 0.0000000000e+00 3.6743000000e-06 3.6475000000e-10 2.1227000000e-08 1.6279000000e-11 1.1658319180e-15
6.2400000000e+03 1.5193000000e-02 1.2221000000e-04 0.0000000000e+00 4.4593000000e-06 3.6466000000e-10 2.1217000000e-08 1.6214000000e-11 1.1646739755e-15
6.2410000000e+03 1.5181000000e-02 1.2169000000e-04 0.0000000000e+00 5.2505000000e-06 3.6456000000e-10 2.1206000000e-08 1.6149000000e-11 1.1635173270e-15
6.2420000000e+03 1.5169000000e-02 1.2118000000e-04 0.0000000000e+00 6.0549000000e-06 3.6447000000e-10 2.1196000000e-08 1.6084000000e-11 1.1623619710e-15
6.2430000000e+03 1.5158000000e-02 1.2069000000e-04 0.0000000000e+00 6.8578000000e-06 3.6437000000e-10 2.1185000000e-08 1.6020000000e-11 1.1612079057e-15
6.2440000000e+03 1.5147000000e-02 1.2019000000e-04 0.0000000000e+00 7.6733000000e-06 3.6427000000e-10 2.1174000000e-08 1.5956000000e-11 1.1600551296e-15
6.2450000000e+03 1.5136000000e-02 1.1969000000e-04 0.0000000000e+00 8.4866000000e-06 3.6418000000e-10 2.1164000000e-08 1.5892000000e-11 1.1589036411e-15
6.2460000000e+03 1.5125000000e-02 1.1919000000e-04 0.0000000000e+00 9.3113000000e-06 3.6408000000e-10 2.1153000000e-08 1.5828000000e-11 1.1577534386e-15
6.2470000000e+03 1.5113000000e-02 1.1870000000e-04 0.0000000000e+00 1.0149000000e-05 3.6399000000e-10 2.1142000000e-08 1.5765000000e-11 1.1566045205e-15
6.2480000000e+03 1.5102000000e-02 1.1821000000e-04 0.0000000000e+00 1.0982000000e-05 3.6389000000e-10 2.1131000000e-08 1.5703000000e-11 1.1554568852e-15
6.2490000000e+03 1.5090000000e-02 1.1773000000e-04 0.0000000000e+00 1.1827000000e-05 3.6380000000e-10 2.1120000000e-08 1.5640000000e-11 1.1543105311e-15
6.2500000000e+03 1.5078000000e-02 1.1725000000e-04 0.0000000000e+00 1.2667000000e-05 3.6370000000e-10 2.1109000000e-08 1.5578000000e-11 1.1531654566e-15
6.2510000000e+03 1.5067000000e-02 1.1677000000e-04 0.0000000000e+00 1.3522000000e-05 3.6361000000e-10 2.1098000000e-08 1.5517000000e-11 1.1520216602e-15
6.2520000000e+03 1.5056000000e-02 1.1630000000e-04 0.0000000000e+00 1.4378000000e-05 3.6351000000e-10 2.1087000000e-08 1.5455000000e-11 1.1508791401e-15
6.2530000000e+03 1.5044000000e-02 1.1583000000e-04 0.0000000000e+00 1.5239000000e-05 3.6342000000e-10 2.1076000000e-08 1.5394000000e-11 1.1497378949e-15
6.2540000000e+03 1.5032000000e-02 1.1536000000e-04 0.0000000000e+00 1.6104000000e-05 3.6332000000e-10 2.1065000000e-08 1.5333000000e-11 1.1485979230e-15
6.2550000000e+03 1.5021000000e-02 1.1490000000e-04 0.0000000000e+00 1.6972000000e-05 3.6323000000e-10 2.1054000000e-08 1.5273000000e-11 1.1474592227e-15
6.2560000000e+03 1.5008000000e-02 1.1444000000e-04 0.0000000000e+00 1.7845000000e-05 3.6313000000e-10 2.1042000000e-08 1.5213000000e-11 1.1463217925e-15
6.2570000000e+03 1.4997000000e-02 1.1399000000e-04 0.0000000000e+00 1.8721000000e-05 3.6304000000e-10 2.1031000000e-08 1.5153000000e-11 1.1451856309e-15
6.2580000000e+03 1.4985000000e-02 1.1353000000e-04 0.0000000000e+00 1.9599000000e-05 3.6294000000e-10 2.1020000000e-08 1.5094000000e-11 1.1440507361e-15
6.2590000000e+03 1.4974000000e-02 1.1308000000e-04 0.0000000000e+00 2.0482000000e-05 3.6285000000e-10 2.1008000000e-08 1.5035000000e-11 1.1429171068e-15
6.2600000000e+03 1.4962000000e-02 1.1264000000e-04 0.0000000000e+00 2.1368000000e-05 3.6275000000e-10 2.0997000000e-08 1.4976000000e-11 1.1417847412e-15
6.2610000000e+03 1.4951000000e-02 1.1220000000e-04 0.0000000000e+00 2.2257000000e-05 3.6266000000e-10 2.0985000000e-08 1.4917000000e-11 1.1406536379e-15
6.2620000000e+03 1.4939000000e-02 1.1176000000e-04 0.0000000000e+00 2.3149000000e-05 3.6256000000e-10 2.0974000000e-08 1.4859000000e-11 1.1395237953e-15
6.2630000000e+03 1.4927000000e-02 1.1132000000e-04 0.0000000000e+00 2.4043000000e-05 3.6247000000e-10 2.0962000000e-08 1.4801000000e-11 1.1383952117e-15
6.2640000000e+03 1.4915000000e-02 1.1089000000e-04 0.0000000000e+00 2.4940000000e-05 3.6237000000e-10 2.0951000000e-08 1.4744000000e-11 1.1372678857e-15
6.2650000000e+03 1.4904000000e-02 1.1047000000e-04 0.0000000000e+00 2.5840000000e-05 3.6228000000e-10 2.0939000000e-08 1.4687000000e-11 1.1361418156e-15
6.2660000000e+03 1.4892000000e-02 1.1005000000e-04 0.0000000000e+00 2.6742000000e-05 3.6219000000e-10 2.0927000000e-08 1.4630000000e-11 1.1350170000e-15
6.2670000000e+03 1.4880000000e-02 1.0963000000e-04 0.0000000000e+00 2.7645000000e-05 3.6209000000e-10 2.0915000000e-08 1.4573000000e-11 1.1338934372e-15
6.2680000000e+03 1.4869000000e-02 1.0921000000e-04 0.0000000000e+00 2.8551000000e-05 3.6200000000e-10 2.0904000000e-08 1.4517000000e-11 1.1327711257e-15
6.2690000000e+03 1.4856000000e-02 1.0880000000e-04 0.0000000000e+00 2.9458000000e-05 3.6190000000e-10 2.0892000000e-08 1.4461000000e-11 1.1316500640e-15
6.2700000000e+03 1.4845000000e-02 1.0839000000e-04 0.0000000000e+00 3.0366000000e-05 3.6181000000e-10 2.0880000000e-08 1.4405000000e-11 1.1305302505e-15
6.2710000000e+03 1.4832000000e-02 1.0799000000e-04 0.0000000000e+00 3.1276000000e-05 3.6171000000e-10 2.0868000000e-08 1.4350000000e-11 1.1294116836e-15
6.2720000000e+03 1.4821000000e-02 1.0759000000e-04 0.0000000000e+00 3.2187000000e-05 3.6162000000e-10 2.0856000000e-08 1.4295000000e-11 1.1282943618e-15
6.2730000000e+03 1.4809000000e-02 1.0719000000e-04 0.0000000000e+00 3.3100000000e-05 3.6153000000e-10 2.0844000000e-08 1.4240000000e-11 1.1271782837e-15
6.2740000000e+03 1.4797000000e-02 1.0679000000e-04 0.0000000000e+00 3.4013000000e-05 3.6143000000e-10 2.0832000000e-08 1.4186000000e-11 1.1260634475e-15
6.2750000000e+03 1.4785000000e-02 1.0640000000e-04 0.0000000000e+00 3.4926000000e-05 3.6134000000e-10 2.0820000000e-08 1.4132000000e-11 1.1249498518e-15
6.2760000000e+03 1.4774000000e-02 1.0601000000e-04 0.0000000000e+00 3.5840000000e-05 3.6124000000e-10 2.0808000000e-08 1.4078000000e-11 1.1238374951e-15
6.2770000000e+03 1.4761000000e-02 1.0562000000e-04 0.0000000000e+00 3.6755000000e-05 3.6115000000e-10 2.0795000000e-08 1.4024000000e-11 1.1227263758e-15
6.2780000000e+03 1.4749000000e-02 1.0524000000e-04 0.0000000000e+00 3.7671000000e-05 3.6105000000e-10 2.0783000000e-08 1.3971000000e-11 1.1216164924e-15
6.2790000000e+03 1.4738000000e-02 1.0486000000e-04 0.0000000000e+00 3.8586000000e-05 3.6096000000e-10 2.0771000000e-08 1.3918000000e-11 1.1205078433e-15
6.2800000000e+03 1.4725000000e-02 1.0449000000e-04 0.0000000000e+00 3.9501000000e-05 3.6087000000e-10 2.0758000000e-08 1.3866000000e-11 1.1194004270e-15
6.2810000000e+03 1.4714000000e-02 1.0412000000e-04 0.0000000000e+00 4.0415000000e-05 3.6077000000e-10 2.0746000000e-08 1.3814000000e-11 1.1182942420e-15
6.2820000000e+03 1.4701000000e-02 1.0375000000e-04 0.0000000000e+00 4.1330000000e-05 3.6068000000e-10 2.0734000000e-08 1.3762000000e-11 1.1171892869e-15
6.2830000000e+03 1.4689000000e-02 1.0339000000e-04 0.0000000000e+00 4.2243000000e-05 3.6058000000e-10 2.0721000000e-08 1.3710000000e-11 1.1160855599e-15
6.2840000000e+03 1.4678000000e-02 1.0303000000e-04 0.0000000000e+00 4.3156000000e-05 3.6049000000e-10 2.0709000000e-08 1.3659000000e-11 1.1149830597e-15
6.2850000000e+03 1.4664000000e-02 1.0267000000e-04 0.0000000000e+00 4.4068000000e-05 3.6040000000e-10 2.0696000000e-08 1.3608000000e-11 1.1138817847e-15
6.2860000000e+03 1.4653000000e-02 1.0231000000e-04 0.0000000000e+00 4.4978000000e-05 3.6030000000e-10 2.0684000000e-08 1.3557000000e-11 1.1127817334e-15
6.2870000000e+03 1.4640000000e-02 1.0196000000e-04 0.0000000000e+00 4.5888000000e-05 3.6021000000e-10 2.0671000000e-08 1.3507000000e-11 1.1116829042e-15
6.2880000000e+03 1.4628000000e-02 1.0162000000e-04 0.0000000000e+00 4.6797000000e-05 3.6012000000e-10 2.0658000000e-08 1.3457000000e-11 1.1105852957e-15
6.2890000000e+03 1.4616000000e-02 1.0127000000e-04 0.0000000000e+00 4.7704000000e-05 3.6002000000e-10 2.0646000000e-08 1.3407000000e-11 1.1094889064e-15
6.2900000000e+03 1.4604000000e-02 1.0093000000e-04 0.0000000000e+00 4.8610000000e-05 3.5993000000e-10 2.0633000000e-08 1.3357000000e-11 1.1083937348e-15
6.2910000000e+03 1.4591000000e-02 1.0059000000e-04 0.0000000000e+00 4.9514000000e-05 3.5984000000e-10 2.0620000000e-08 1.3308000000e-11 1.1072997792e-15
6.2920000000e+03 1.4579000000e-02 1.0026000000e-04 0.0000000000e+00 5.0416000000e-05 3.5974000000e-10 2.0607000000e-08 1.3259000000e-11 1.1062070383e-15
6.2930000000e+03 1.4567000000e-02 9.9924000000e-05 0.0000000000e+00 5.1317000000e-05 3.5965000000e-10 2.0594000000e-08 1.3210000000e-11 1.1051155106e-15
6.2940000000e+03 1.4554000000e-02 9.9599000000e-05 0.0000000000e+00 5.2215000000e-05 3.5955000000e-10 2.0582000000e-08 1.3162000000e-11 1.1040251945e-15
6.2950000000e+03 1.4542000000e-02 9.9274000000e-05 0.0000000000e+00 5.3111000000e-05 3.5946000000e-10 2.0569000000e-08 1.3114000000e-11 1.1029360885e-15
6.2960000000e+03 1.4529000000e-02 9.8949000000e-05 0.0000000000e+00 5.4005000000e-05 3.5937000000e-10 2.0556000000e-08 1.3066000000e-11 1.1018481912e-15
6.2970000000e+03 1.4516000000e-02 9.8624000000e-05 0.0000000000e+00 5.4897000000e-05 3.5927000000e-10 2.0543000000e-08 1.3019000000e-11 1.1007615010e-15
6.2980000000e+03 1.4505000000e-02 9.8314000000e-05 0.0000000000e+00 5.5786000000e-05 3.5918000000e-10 2.0530000000e-08 1.2972000000e-11 1.0996760165e-15
6.2990000000e+03 1.4492000000e-02 9.7997000000e-05 0.0000000000e+00 5.6672000000e-05 3.5909000000e-10 2.0516000000e-08 1.2925000000e-11 1.0985917361e-15
6.3000000000e+03 1.4479000000e-02 9.7696000000e-05 0.0000000000e+00 5.7555000000e-05 3.5899000000e-10 2.0503000000e-08 1.2878000000e-11 1.0975086584e-15
6.3010000000e+03 1.4466000000e-02 9.7387000000e-05 0.0000000000e+00 5.8435000000e-05 3.5890000000e-10 2.0490000000e-08 1.2832000000e-11 1.0964267820e-15
6.3020000000e+03 1.4454000000e-02 9.7078000000e-05 0.0000000000e+00 5.9313000000e-05 3.5881000000e-10 2.0477000000e-08 1.2786000000e-11 1.0953461052e-15
6.3030000000e+03 1.4441000000e-02 9.6777000000e-05 0.0000000000e+00 6.0188000000e-05 3.5872000000e-10 2.0464000000e-08 1.2741000000e-11 1.0942666267e-15
6.3040000000e+03 1.4428000000e-02 9.6483000000e-05 0.0000000000e+00 6.1060000000e-05 3.5862000000e-10 2.0450000000e-08 1.2695000000e-11 1.0931883449e-15
6.3050000000e+03 1.4416000000e-02 9.6190000000e-05 0.0000000000e+00 6.1928000000e-05 3.5853000000e-10 2.0437000000e-08 1.2650000000e-11 1.0921112584e-15
6.3060000000e+03 1.4404000000e-02 9.5890000000e-05 0.0000000000e+00 6.2793000000e-05 3.5844000000e-10 2.0424000000e-08 1.2605000000e-11 1.0910353657e-15
6.3070000000e+03 1.4391000000e-02 9.5605000000e-05 0.0000000000e+00 6.3654000000e-05 3.5834000000e-10 2.0410000000e-08 1.2561000000e-11 1.0899606653e-15
6.3080000000e+03 1.4378000000e-02 9.5319000000e-05 0.0000000000e+00 6.4512000000e-05 3.5825000000e-10 2.0397000000e-08 1.2516000000e-11 1.0888871557e-15
6.3090000000e+03 1.4365000000e-02 9.5027000000e-05 0.0000000000e+00 6.5366000000e-05 3.5816000000e-10 2.0383000000e-08 1.2473000000e-11 1.0878148356e-15
6.3100000000e+03 1.4353000000e-02 9.4750000000e-05 0.0000000000e+00 6.6216000000e-05 3.5806000000e-10 2.0370000000e-08 1.2429000000e-11 1.0867437034e-15
6.3110000000e+03 1.4340000000e-02 9.4473000000e-05 0.0000000000e+00 6.7061000000e-05 3.5797000000e-10 2.0356000000e-08 1.2386000000e-11 1.0856737576e-15
6.3120000000e+03 1.4327000000e-02 9.4196000000e-05 0.0000000000e+00 6.7903000000e-05 3.5788000000e-10 2.0343000000e-08 1.2342000000e-11 1.0846049968e-15
6.3130000000e+03 1.4315000000e-02 9.3920000000e-05 0.0000000000e+00 6.8740000000e-05 3.5779000000e-10 2.0329000000e-08 1.2300000000e-11 1.0835374195e-15
6.3140000000e+03 1.4302000000e-02 9.3651000000e-05 0.0000000000e+00 6.9573000000e-05 3.5769000000e-10 2.0316000000e-08 1.2257000000e-11 1.0824710243e-15
6.3150000000e+03 1.4289000000e-02 9.3382000000e-05 0.0000000000e+00 7.0402000000e-05 3.5760000000e-10 2.0302000000e-08 1.2215000000e-11 1.0814058097e-15
6.3160000000e+03 1.4276000000e-02 9.3121000000e-05 0.0000000000e+00 7.1226000000e-05 3.5751000000e-10 2.0288000000e-08 1.2173000000e-11 1.0803417743e-15
6.3170000000e+03 1.4263000000e-02 9.2853000000e-05 0.0000000000e+00 7.2047000000e-05 3.5742000000e-10 2.0275000000e-08 1.2131000000e-11 1.0792789166e-15
6.3180000000e+03 1.4250000000e-02 9.2592000000e-05 0.0000000000e+00 7.2863000000e-05 3.5732000000e-10 2.0261000000e-08 1.2090000000e-11 1.0782172351e-15
6.3190000000e+03 1.4237000000e-02 9.2340000000e-05 0.0000000000e+00 7.3676000000e-05 3.5723000000e-10 2.0247000000e-08 1.2049000000e-11 1.0771567284e-15
6.3200000000e+03 1.4224000000e-02 9.2079000000e-05 0.0000000000e+00 7.4482000000e-05 3.5714000000e-10 2.0233000000e-08 1.2008000000e-11 1.0760973951e-15
6.3210000000e+03 1.4211000000e-02 9.1827000000e-05 0.0000000000e+00 7.5281000000e-05 3.5705000000e-10 2.0219000000e-08 1.1967000000e-11 1.0750392337e-15
6.3220000000e+03 1.4198000000e-02 9.1575000000e-05 0.0000000000e+00 7.6081000000e-05 3.5695000000e-10 2.0205000000e-08 1.1927000000e-11 1.0739822427e-15
6.3230000000e+03 1.4185000000e-02 9.1330000000e-05 0.0000000000e+00 7.6874000000e-05 3.5686000000e-10 2.0191000000e-08 1.1887000000e-11 1.0729264208e-15
6.3240000000e+03 1.4171000000e-02 9.1086000000e-05 0.0000000000e+00 7.7661000000e-05 3.5677000000e-10 2.0177000000e-08 1.1847000000e-11 1.0718717664e-15
6.3250000000e+03 1.4158000000e-02 9.0834000000e-05 0.0000000000e+00 7.8448000000e-05 3.5668000000e-10 2.0163000000e-08 1.1808000000e-11 1.0708182782e-15
6.3260000000e+03 1.4144000000e-02 9.0597000000e-05 0.0000000000e+00 7.9220000000e-05 3.5658000000e-10 2.0149000000e-08 1.1769000000e-11 1.0697659547e-15
6.3270000000e+03 1.4131000000e-02 9.0361000000e-05 0.0000000000e+00 7.9994000000e-05 3.5649000000e-10 2.0135000000e-08 1.1730000000e-11 1.0687147945e-15
6.3280000000e+03 1.4118000000e-02 9.0125000000e-05 0.0000000000e+00 8.0760000000e-05 3.5640000000e-10 2.0121000000e-08 1.1691000000e-11 1.0676647961e-15
6.3290000000e+03 1.4105000000e-02 8.9889000000e-05 0.0000000000e+00 8.1520000000e-05 3.5631000000e-10 2.0107000000e-08 1.1653000000e-11 1.0666159581e-15
6.3300000000e+03 1.4092000000e-02 8.9653000000e-05 0.0000000000e+00 8.2281000000e-05 3.5622000000e-10 2.0093000000e-08 1.1615000000e-11 1.0655682791e-15
6.3310000000e+03 1.4078000000e-02 8.9433000000e-05 0.0000000000e+00 8.3027000000e-05 3.5612000000e-10 2.0079000000e-08 1.1577000000e-11 1.0645217577e-15
6.3320000000e+03 1.4066000000e-02 8.9197000000e-05 0.0000000000e+00 8.3774000000e-05 3.5603000000e-10 2.0064000000e-08 1.1540000000e-11 1.0634763924e-15
6.3330000000e+03 1.4052000000e-02 8.8977000000e-05 0.0000000000e+00 8.4514000000e-05 3.5594000000e-10 2.0050000000e-08 1.1502000000e-11 1.0624321818e-15
6.3340000000e+03 1.4039000000e-02 8.8750000000e-05 0.0000000000e+00 8.5247000000e-05 3.5585000000e-10 2.0036000000e-08 1.1465000000e-11 1.0613891245e-15
6.3350000000e+03 1.4026000000e-02 8.8530000000e-05 0.0000000000e+00 8.5981000000e-05 3.5576000000e-10 2.0021000000e-08 1.1429000000e-11 1.0603472191e-15
6.3360000000e+03 1.4012000000e-02 8.8303000000e-05 0.0000000000e+00 8.6708000000e-05 3.5566000000e-10 2.0007000000e-08 1.1392000000e-11 1.0593064641e-15
6.3370000000e+03 1.3999000000e-02 8.8091000000e-05 0.0000000000e+00 8.7420000000e-05 3.5557000000e-10 1.9993000000e-08 1.1356000000e-11 1.0582668582e-15
6.3380000000e+03 1.3985000000e-02 8.7879000000e-05 0.0000000000e+00 8.8134000000e-05 3.5548000000e-10 1.9978000000e-08 1.1320000000e-11 1.0572283999e-15
6.3390000000e+03 1.3972000000e-02 8.7660000000e-05 0.0000000000e+00 8.8840000000e-05 3.5539000000e-10 1.9964000000e-08 1.1284000000e-11 1.0561910879e-15
6.3400000000e+03 1.3958000000e-02 8.7449000000e-05 0.0000000000e+00 8.9547000000e-05 3.5530000000e-10 1.9949000000e-08 1.1249000000e-11 1.0551549206e-15
6.3410000000e+03 1.3944000000e-02 8.7238000000e-05 0.0000000000e+00 9.0240000000e-05 3.5521000000e-10 1.9935000000e-08 1.1214000000e-11 1.0541198968e-15
6.3420000000e+03 1.3930000000e-02 8.7027000000e-05 0.0000000000e+00 9.0926000000e-05 3.5511000000e-10 1.9920000000e-08 1.1179000000e-11 1.0530860149e-15
6.3430000000e+03 1.3917000000e-02 8.6824000000e-05 0.0000000000e+00 9.1613000000e-05 3.5502000000e-10 1.9906000000e-08 1.1144000000e-11 1.0520532737e-15
6.3440000000e+03 1.3904000000e-02 8.6620000000e-05 0.0000000000e+00 9.2292000000e-05 3.5493000000e-10 1.9891000000e-08 1.1110000000e-11 1.0510216716e-15
6.3450000000e+03 1.3890000000e-02 8.6418000000e-05 0.0000000000e+00 9.2965000000e-05 3.5484000000e-10 1.9876000000e-08 1.1076000000e-11 1.0499912074e-15
6.3460000000e+03 1.3876000000e-02 8.6215000000e-05 0.0000000000e+00 9.3631000000e-05 3.5475000000e-10 1.9862000000e-08 1.1042000000e-11 1.0489618795e-15
6.3470000000e+03 1.3862000000e-02 8.6012000000e-05 0.0000000000e+00 9.4290000000e-05 3.5466000000e-10 1.9847000000e-08 1.1009000000e-11 1.0479336866e-15
6.3480000000e+03 1.3849000000e-02 8.5817000000e-05 0.0000000000e+00 9.4943000000e-05 3.5456000000e-10 1.9832000000e-08 1.0975000000e-11 1.0469066274e-15
6.3490000000e+03 1.3835000000e-02 8.5623000000e-05 0.0000000000e+00 9.5596000000e-05 3.5447000000e-10 1.9818000000e-08 1.0942000000e-11 1.0458807004e-15
6.3500000000e+03 1.3822000000e-02 8.5436000000e-05 0.0000000000e+00 9.6234000000e-05 3.5438000000e-10 1.9803000000e-08 1.0910000000e-11 1.0448559042e-15
6.3510000000e+03 1.3808000000e-02 8.5234000000e-05 0.0000000000e+00 9.6873000000e-05 3.5429000000e-10 1.9788000000e-08 1.0877000000e-11 1.0438322374e-15
6.3520000000e+03 1.3794000000e-02 8.5047000000e-05 0.0000000000e+00 9.7506000000e-05 3.5420000000e-10 1.9773000000e-08 1.0845000000e-11 1.0428096987e-15
6.3530000000e+03 1.3780000000e-02 8.4853000000e-05 0.0000000000e+00 9.8131000000e-05 3.5411000000e-10 1.9758000000e-08 1.0813000000e-11 1.0417882867e-15
6.3540000000e+03 1.3767000000e-02 8.4667000000e-05 0.0000000000e+00 9.8750000000e-05 3.5402000000e-10 1.9743000000e-08 1.0781000000e-11 1.0407679999e-15
6.3550000000e+03 1.3753000000e-02 8.4481000000e-05 0.0000000000e+00 9.9361000000e-05 3.5393000000e-10 1.9728000000e-08 1.0750000000e-11 1.0397488371e-15
6.3560000000e+03 1.3739000000e-02 8.4295000000e-05 0.0000000000e+00 9.9966000000e-05 3.5383000000e-10 1.9714000000e-08 1.0719000000e-11 1.0387307968e-15
6.3570000000e+03 1.3725000000e-02 8.4109000000e-05 0.0000000000e+00 1.0056000000e-04 3.5374000000e-10 1.9699000000e-08 1.0688000000e-11 1.0377138776e-15
6.3580000000e+03 1.3711000000e-02 8.3924000000e-05 0.0000000000e+00 1.0116000000e-04 3.5365000000e-10 1.9684000000e-08 1.0657000000e-11 1.0366980783e-15
6.3590000000e+03 1.3697000000e-02 8.3739000000e-05 0.0000000000e+00 1.0175000000e-04 3.5356000000e-10 1.9669000000e-08 1.0627000000e-11 1.0356833973e-15
6.3600000000e+03 1.3684000000e-02 8.3561000000e-05 0.0000000000e+00 1.0234000000e-04 3.5347000000e-10 1.9654000000e-08 1.0596000000e-11 1.0346698334e-15
6.3610000000e+03 1.3670000000e-02 8.3383000000e-05 0.0000000000e+00 1.0292000000e-04 3.5338000000e-10 1.9638000000e-08 1.0566000000e-11 1.0336573851e-15
6.3620000000e+03 1.3656000000e-02 8.3199000000e-05 0.0000000000e+00 1.0349000000e-04 3.5329000000e-10 1.9623000000e-08 1.0537000000e-11 1.0326460511e-15
6.3630000000e+03 1.3642000000e-02 8.3029000000e-05 0.0000000000e+00 1.0405000000e-04 3.5320000000e-10 1.9608000000e-08 1.0507000000e-11 1.0316358301e-15
6.3640000000e+03 1.3628000000e-02 8.2845000000e-05 0.0000000000e+00 1.0462000000e-04 3.5311000000e-10 1.9593000000e-08 1.0478000000e-11 1.0306267206e-15
6.3650000000e+03 1.3613000000e-02 8.2675000000e-05 0.0000000000e+00 1.0517000000e-04 3.5302000000e-10 1.9578000000e-08 1.0449000000e-11 1.0296187214e-15
6.3660000000e+03 1.3600000000e-02 8.2499000000e-05 0.0000000000e+00 1.0572000000e-04 3.5293000000e-10 1.9563000000e-08 1.0420000000e-11 1.0286118310e-15
6.3670000000e+03 1.3586000000e-02 8.2330000000e-05 0.0000000000e+00 1.0626000000e-04 3.5284000000e-10 1.9548000000e-08 1.0392000000e-11 1.0276060480e-15
6.3680000000e+03 1.3571000000e-02 8.2154000000e-05 0.0000000000e+00 1.0680000000e-04 3.5274000000e-10 1.9532000000e-08 1.0364000000e-11 1.0266013712e-15
6.3690000000e+03 1.3557000000e-02 8.1985000000e-05 0.0000000000e+00 1.0733000000e-04 3.5265000000e-10 1.9517000000e-08 1.0336000000e-11 1.0255977992e-15
6.3700000000e+03 1.3544000000e-02 8.1817000000e-05 0.0000000000e+00 1.0785000000e-04 3.5256000000e-10 1.9502000000e-08 1.0308000000e-11 1.0245953306e-15
6.3710000000e+03 1.3529000000e-02 8.1641000000e-05 0.0000000000e+00 1.0837000000e-04 3.5247000000e-10 1.9486000000e-08 1.0281000000e-11 1.0235939641e-15
6.3720000000e+03 1.3515000000e-02 8.1473000000e-05 0.0000000000e+00 1.0888000000e-04 3.5238000000e-10 1.9471000000e-08 1.0253000000e-11 1.0225936983e-15
